RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Causa_705,55,4.03,1.1,Média
Causa_706,46,3.9,1.02,Baixa
Causa_707,59,3.7,1.06,Alta
Causa_708,75,3.39,0.81,Alta
Causa_709,65,3.8,1.54,Alta
Causa_710,75,4.36,1.68,Baixa
Causa_711,66,4.58,1.49,Alta
Causa_712,67,4.28,1.58,Baixa
Causa_713,73,2.62,1.1,Alta
Causa_714,62,5.76,1.01,Baixa
Causa_715,58,5.37,0.97,Média
Causa_716,67,4.86,1.39,Média
Causa_717,70,6.03,1.27,Alta
Causa_718,56,3.72,1.18,Média
Causa_719,54,6.01,1.59,Alta
Causa_720,60,3.73,1.32,Alta
Causa_721,65,4.69,0.95,Alta
Causa_722,65,3.48,1.0,Baixa
Causa_723,50,4.51,1.4,Média
Causa_724,73,4.81,1.51,Média
Causa_725,55,4.38,1.37,Média
Causa_726,58,5.07,1.77,Alta
Causa_727,53,4.58,1.69,Baixa
Causa_728,78,4.08,1.33,Média
Causa_729,61,4.05,0.95,Média
Causa_730,54,5.15,0.81,Média
Causa_731,66,3.98,1.08,Baixa
Causa_732,65,5.23,1.43,Baixa
Causa_733,58,5.48,1.75,Média
Causa_734,65,3.17,1.33,Alta
Causa_735,54,5.41,1.55,Média
Causa_736,56,6.15,1.13,Média
Causa_737,45,4.7,1.39,Alta
Causa_738,50,4.98,1.45,Alta
Causa_739,72,5.33,0.61,Média
Causa_740,71,4.28,1.08,Média
Causa_741,60,4.65,1.48,Média
Causa_742,71,3.45,1.28,Alta
Causa_743,58,4.61,0.84,Média
Causa_744,58,4.9,0.47,Média
Causa_745,60,4.91,1.09,Alta
Causa_746,59,5.35,1.18,Alta
Causa_747,58,3.88,0.93,Baixa
Causa_748,68,4.07,1.24,Média
Causa_749,61,6.02,1.35,Alta
Causa_750,64,4.38,1.4,Baixa
Causa_751,67,4.66,0.49,Alta
Causa_752,62,4.45,0.81,Baixa
Causa_753,53,3.84,1.11,Alta
Causa_754,50,5.8,1.37,Alta
Causa_755,61,4.08,1.35,Média
Causa_756,58,3.6,1.34,Alta
Causa_757,60,4.14,1.08,Média
Causa_758,59,2.9,1.1,Média
Causa_759,78,3.98,0.98,Baixa
Causa_760,50,3.73,1.43,Média
Causa_761,46,4.99,0.92,Média
Causa_762,62,3.96,1.46,Alta
Causa_763,57,5.21,1.26,Alta
Causa_764,62,5.62,1.19,Média
Causa_765,64,5.12,1.0,Alta
Causa_766,68,4.33,0.79,Média
Causa_767,49,4.61,1.01,Média
Causa_768,56,3.28,1.1,Alta
Causa_769,63,4.39,0.49,Média
Causa_770,65,3.81,1.14,Alta
Causa_771,75,5.06,1.48,Média
Causa_772,66,6.56,1.37,Média
Causa_773,59,4.9,1.05,Média
Causa_774,53,2.91,1.21,Alta
Causa_775,56,4.21,1.03,Média
Causa_776,55,4.6,1.24,Alta
Causa_777,64,4.57,1.66,Média
Causa_778,61,3.92,1.49,Média
Causa_779,50,4.7,1.36,Média
Causa_780,56,3.51,1.05,Baixa
Causa_781,66,3.74,1.42,Média
Causa_782,62,5.02,0.69,Alta
Causa_783,63,3.69,1.12,Alta
Causa_784,62,4.93,1.38,Baixa
Causa_785,71,3.4,1.42,Alta
Causa_786,61,5.91,1.4,Média
Causa_787,57,3.88,1.29,Média
Causa_788,53,4.32,1.14,Média
Causa_789,61,4.76,1.36,Média
Causa_790,42,4.05,0.91,Média
Causa_791,58,4.61,0.95,Média
Causa_792,58,4.96,1.22,Baixa
Causa_793,50,5.27,1.25,Média
Causa_794,53,5.13,0.65,Média
Causa_795,65,4.36,1.34,Média
Causa_796,61,4.38,1.43,Média
Causa_797,60,6.38,1.18,Baixa
Causa_798,62,5.26,1.91,Alta
Causa_799,60,3.76,1.0,Alta
Causa_800,68,4.58,1.09,Baixa
Causa_801,60,4.23,1.08,Média
Causa_802,49,4.39,1.18,Alta
Causa_803,71,3.52,1.1,Média
Causa_804,62,4.17,0.78,Baixa
Causa_805,55,5.95,1.04,Baixa
Causa_806,51,4.96,1.17,Média
Causa_807,62,2.51,1.57,Alta
Causa_808,59,5.47,1.86,Baixa
Causa_809,71,5.37,1.6,Média
Causa_810,57,4.21,0.97,Baixa
Causa_811,54,5.07,0.99,Alta
Causa_812,66,3.81,1.15,Alta
Causa_813,66,4.12,1.74,Média
Causa_814,61,5.7,1.15,Alta
Causa_815,64,4.28,0.8,Média
Causa_816,59,3.0,1.05,Baixa
Causa_817,61,4.45,1.43,Média
Causa_818,68,4.44,1.41,Baixa
Causa_819,64,5.46,1.14,Média
Causa_820,58,4.51,1.41,Média
Causa_821,69,4.16,0.52,Baixa
Causa_822,43,5.34,1.23,Média
Causa_823,74,4.6,1.46,Média
Causa_824,48,3.9,0.95,Média
Causa_825,55,5.42,0.95,Média
Causa_826,59,4.65,0.64,Alta
Causa_827,58,4.5,1.68,Baixa
Causa_828,67,4.64,0.98,Baixa
Causa_829,52,3.64,1.27,Média
Causa_830,61,4.08,1.38,Média
Causa_831,55,4.5,1.65,Média
Causa_832,62,4.34,1.15,Média
Causa_833,59,5.52,1.04,Média
Causa_834,60,4.67,1.25,Baixa
Causa_835,56,5.18,1.59,Média
Causa_836,56,4.51,1.15,Alta
Causa_837,62,5.35,0.91,Baixa
Causa_838,66,4.82,0.74,Média
Causa_839,55,4.51,0.83,Baixa
Causa_840,53,4.49,1.46,Alta
Causa_841,64,3.74,1.1,Alta
Causa_842,59,4.91,1.02,Baixa
Causa_843,65,4.47,0.99,Alta
Causa_844,53,4.1,1.23,Baixa
Causa_845,47,5.39,1.13,Baixa
Causa_846,56,3.5,1.12,Média
Causa_847,54,4.16,1.6,Alta
Causa_848,59,5.32,1.66,Média
Causa_849,55,4.75,0.72,Baixa
Causa_850,65,4.46,1.3,Média
Causa_851,57,4.7,0.97,Média
Causa_852,61,4.64,1.13,Média
Causa_853,61,3.29,1.29,Alta
Causa_854,61,4.22,1.14,Baixa
Causa_855,59,5.79,1.27,Baixa
Causa_856,63,3.97,1.4,Baixa
Causa_857,54,4.25,1.29,Média
Causa_858,69,4.07,1.01,Média
Causa_859,58,4.43,1.01,Alta
Causa_860,50,4.03,0.77,Média
Causa_861,61,4.89,0.94,Média
Causa_862,54,4.66,1.79,Baixa
Causa_863,64,5.12,0.96,Baixa
Causa_864,75,3.66,0.84,Baixa
Causa_865,54,4.23,1.3,Baixa
Causa_866,62,4.32,1.17,Baixa
Causa_867,47,4.86,1.14,Alta
Causa_868,63,3.87,1.62,Baixa
Causa_869,53,5.23,1.36,Média
Causa_870,55,5.45,1.04,Alta
Causa_871,52,3.71,1.07,Alta
Causa_872,65,4.11,1.05,Média
Causa_873,67,4.07,1.46,Alta
Causa_874,60,6.61,1.11,Média
Causa_875,53,4.16,0.66,Média
Causa_876,71,5.84,1.19,Baixa
Causa_877,54,3.49,0.74,Baixa
Causa_878,44,3.71,1.86,Média
Causa_879,63,3.95,0.91,Alta
Causa_880,52,3.82,1.15,Alta
Causa_881,66,4.29,1.28,Alta
Causa_882,57,3.93,1.11,Alta
Causa_883,64,3.84,1.11,Baixa
Causa_884,69,5.43,1.33,Média
Causa_885,51,5.48,1.66,Alta
Causa_886,56,5.26,1.43,Alta
Causa_887,59,4.92,1.64,Média
Causa_888,70,4.57,0.89,Média
Causa_889,55,4.1,1.3,Alta
Causa_890,55,3.74,1.25,Baixa
Causa_891,63,4.79,1.31,Alta
Causa_892,55,3.56,1.61,Alta
Causa_893,61,3.7,1.13,Alta
Causa_894,49,5.42,1.08,Média
Causa_895,75,6.02,1.36,Alta
Causa_896,50,4.81,0.67,Alta
Causa_897,57,5.39,1.13,Alta
Causa_898,59,4.3,1.16,Média
Causa_899,73,3.43,0.92,Alta
Causa_900,50,4.99,1.52,Alta
Causa_901,73,4.96,0.88,Média
Causa_902,65,4.56,1.16,Alta
Causa_903,62,4.31,1.29,Média
Causa_904,53,5.27,1.61,Alta
Causa_905,63,3.71,1.2,Alta
Causa_906,54,3.88,1.48,Média
Causa_907,68,3.69,1.41,Alta
Causa_908,53,4.57,1.24,Alta
Causa_909,59,3.63,0.87,Média
Causa_910,56,3.95,0.77,Baixa
Causa_911,53,3.94,1.23,Média
Causa_912,65,4.29,1.04,Baixa
Causa_913,63,3.31,1.48,Baixa
Causa_914,68,4.57,1.42,Baixa
Causa_915,47,5.5,1.14,Média
Causa_916,67,4.61,0.85,Média
Causa_917,77,5.73,1.35,Alta
Causa_918,56,5.57,0.89,Alta
Causa_919,73,5.12,0.97,Média
Causa_920,58,4.56,0.91,Baixa
Causa_921,50,4.52,1.16,Média
Causa_922,57,5.11,1.55,Média
Causa_923,67,4.19,1.2,Média
Causa_924,54,2.99,1.07,Média
Causa_925,55,4.89,0.74,Média
Causa_926,64,3.6,1.37,Média
Causa_927,60,3.73,0.97,Alta
Causa_928,64,4.5,1.24,Média
Causa_929,61,4.42,1.09,Baixa
Causa_930,63,3.37,1.45,Baixa
Causa_931,56,4.63,1.15,Alta
Causa_932,61,5.27,1.18,Baixa
Causa_933,53,3.6,1.35,Alta
Causa_934,69,5.52,1.83,Alta
Causa_935,55,3.25,1.47,Média
Causa_936,67,6.19,1.17,Alta
Causa_937,58,4.17,1.2,Alta
Causa_938,61,4.62,1.04,Alta
Causa_939,56,2.99,0.92,Média
Causa_940,52,4.45,1.03,Alta
Causa_941,47,4.68,0.97,Média
Causa_942,52,4.43,1.4,Média
Causa_943,57,4.05,0.88,Média
Causa_944,61,3.74,1.6,Baixa
Causa_945,67,5.4,1.43,Média
Causa_946,56,4.52,1.21,Alta
Causa_947,53,5.73,1.2,Alta
Causa_948,49,4.08,1.03,Média
Causa_949,63,4.15,1.28,Média
Causa_950,69,5.15,1.53,Alta
Causa_951,68,3.2,0.99,Alta
Causa_952,64,3.53,0.74,Média
Causa_953,64,5.38,1.41,Média
Causa_954,71,3.56,1.3,Média
Causa_955,62,3.04,0.86,Baixa
Causa_956,64,5.99,0.98,Média
Causa_957,57,3.38,0.94,Média
Causa_958,50,4.65,0.98,Média
Causa_959,55,4.56,1.1,Baixa
Causa_960,59,2.25,1.12,Média
Causa_961,60,4.29,1.0,Alta
Causa_962,73,4.86,0.97,Alta
Causa_963,60,4.78,1.13,Média
Causa_964,68,5.22,1.25,Baixa
Causa_965,56,4.19,1.11,Alta
Causa_966,57,5.07,1.55,Alta
Causa_967,50,3.95,1.35,Baixa
Causa_968,54,3.37,0.72,Baixa
Causa_969,63,3.46,1.36,Alta
Causa_970,60,3.33,1.38,Alta
Causa_971,66,5.31,1.07,Média
Causa_972,61,3.29,0.75,Alta
Causa_973,57,4.72,1.2,Baixa
Causa_974,75,4.29,1.2,Alta
Causa_975,59,4.42,0.86,Alta
Causa_976,68,5.59,0.76,Alta
Causa_977,57,4.15,1.17,Alta
Causa_978,64,4.99,1.13,Alta
Causa_979,66,4.53,1.07,Alta
Causa_980,61,4.38,1.17,Média
Causa_981,43,6.34,0.87,Alta
Causa_982,60,3.35,1.07,Baixa
Causa_983,68,5.53,1.36,Alta
Causa_984,63,5.03,1.1,Média
Causa_985,63,4.12,0.7,Alta
Causa_986,47,5.8,1.06,Alta
Causa_987,54,3.02,0.88,Média
Causa_988,62,4.08,1.28,Média
Causa_989,62,3.53,1.3,Média
Causa_990,68,4.83,0.7,Média
Causa_991,58,3.61,1.43,Média
Causa_992,62,4.85,0.87,Média
Causa_993,60,4.35,1.67,Baixa
Causa_994,53,4.12,1.19,Média
Causa_995,44,4.81,0.83,Baixa
Causa_996,63,4.29,0.86,Baixa
Causa_997,61,3.63,1.3,Alta
Causa_998,55,6.74,1.08,Alta
Causa_999,48,4.11,1.17,Média
Causa_1000,64,2.73,1.68,Média
Causa_1001,58,3.83,0.99,Média
Causa_1002,63,3.49,1.22,Média
Causa_1003,73,5.16,1.63,Alta
Causa_1004,45,4.76,1.28,Alta
Causa_1005,55,4.82,0.72,Alta
Causa_1006,58,4.2,1.35,Média
Causa_1007,70,4.28,0.85,Média
Causa_1008,48,4.2,1.62,Alta
Causa_1009,73,4.44,0.95,Média
Causa_1010,60,5.17,2.09,Alta
Causa_1011,59,4.77,1.64,Alta
Causa_1012,58,4.9,0.96,Média
Causa_1013,56,4.9,1.21,Alta
Causa_1014,67,5.21,1.43,Média
Causa_1015,52,4.73,1.44,Baixa
Causa_1016,62,4.79,1.33,Baixa
Causa_1017,57,5.45,1.58,Alta
Causa_1018,54,3.97,1.16,Média
Causa_1019,78,3.82,1.09,Média
Causa_1020,62,3.55,1.1,Média
Causa_1021,64,4.65,1.46,Média
Causa_1022,67,3.02,1.31,Alta
Causa_1023,50,4.87,1.29,Alta
Causa_1024,72,4.41,1.44,Média
Causa_1025,42,5.41,0.58,Média
Causa_1026,54,3.96,1.29,Alta
Causa_1027,56,4.34,1.27,Alta
Causa_1028,64,5.4,1.7,Média
Causa_1029,61,5.61,0.74,Alta
Causa_1030,58,3.96,1.67,Alta
Causa_1031,59,4.65,1.22,Alta
Causa_1032,53,4.74,1.35,Alta
Causa_1033,49,4.8,1.7,Média
Causa_1034,65,4.29,1.37,Alta
Causa_1035,64,5.53,1.32,Alta
Causa_1036,71,2.99,1.27,Alta
Causa_1037,54,4.16,1.05,Alta
Causa_1038,64,4.86,1.19,Média
Causa_1039,58,4.87,0.99,Alta
Causa_1040,68,5.58,1.19,Média
Causa_1041,67,5.46,0.5,Alta
Causa_1042,61,4.27,1.33,Alta
Causa_1043,57,5.54,1.16,Alta
Causa_1044,66,3.93,1.1,Alta
Causa_1045,64,5.24,1.27,Média
Causa_1046,55,5.95,0.77,Média
Causa_1047,50,5.47,1.78,Baixa
Causa_1048,57,4.58,1.17,Alta
Causa_1049,70,4.23,1.16,Alta
Causa_1050,68,3.28,0.91,Alta
Causa_1051,52,4.75,1.21,Média
Causa_1052,51,3.61,1.62,Alta
Causa_1053,68,3.87,1.51,Média
Causa_1054,52,3.55,1.46,Alta
Causa_1055,63,4.13,1.36,Alta
Causa_1056,55,4.48,1.09,Baixa
Causa_1057,71,4.72,0.76,Média
Causa_1058,54,4.02,1.14,Média
Causa_1059,68,5.36,1.13,Média
Causa_1060,61,4.33,1.51,Média
Causa_1061,61,3.87,1.29,Alta
Causa_1062,46,4.68,1.68,Média
Causa_1063,44,6.07,1.56,Alta
Causa_1064,58,4.77,1.06,Média
Causa_1065,61,4.21,0.66,Média
Causa_1066,52,3.28,1.62,Média
Causa_1067,52,4.32,1.61,Média
Causa_1068,63,4.69,0.79,Média
Causa_1069,63,4.19,1.65,Alta
Causa_1070,59,3.17,1.31,Alta
Causa_1071,65,3.82,1.25,Alta
Causa_1072,51,5.66,1.68,Média
Causa_1073,57,5.65,1.6,Baixa
Causa_1074,71,3.79,1.4,Alta
Causa_1075,60,5.04,1.34,Alta
Causa_1076,60,3.56,1.38,Média
Causa_1077,76,5.62,1.08,Baixa
Causa_1078,50,4.7,1.18,Média
Causa_1079,65,5.26,0.93,Alta
Causa_1080,71,3.13,1.1,Baixa
Causa_1081,57,5.04,1.09,Baixa
Causa_1082,66,4.49,1.01,Alta
Causa_1083,53,5.18,1.24,Baixa
Causa_1084,55,5.23,1.1,Média
Causa_1085,62,4.55,1.35,Alta
Causa_1086,65,4.02,0.71,Média
Causa_1087,67,5.12,1.17,Baixa
Causa_1088,70,4.45,1.24,Média
Causa_1089,59,3.8,1.11,Alta
Causa_1090,68,3.76,1.15,Baixa
Causa_1091,57,3.32,0.72,Alta
Causa_1092,66,4.09,1.31,Média
Causa_1093,61,5.38,1.39,Média
Causa_1094,63,4.64,1.35,Alta
Causa_1095,62,4.08,1.51,Alta
Causa_1096,48,5.14,1.26,Baixa
Causa_1097,52,3.83,1.34,Média
Causa_1098,60,4.58,1.25,Média
Causa_1099,48,4.36,1.41,Média
Causa_1100,65,5.12,0.73,Média
Causa_1101,66,3.24,0.93,Média
Causa_1102,62,3.82,1.68,Alta
Causa_1103,52,3.19,0.46,Alta
Causa_1104,69,4.29,1.16,Baixa
Causa_1105,74,5.47,1.55,Média
Causa_1106,61,4.1,1.17,Alta
Causa_1107,63,4.09,1.08,Baixa
Causa_1108,61,5.2,1.24,Média
Causa_1109,63,5.35,1.09,Alta
Causa_1110,59,4.43,1.21,Baixa
Causa_1111,59,5.05,0.99,Média
Causa_1112,66,3.64,1.53,Alta
Causa_1113,76,5.6,1.63,Alta
Causa_1114,50,6.22,1.16,Média
Causa_1115,59,4.92,0.78,Média
Causa_1116,51,2.83,1.04,Alta
Causa_1117,71,4.05,1.14,Alta
Causa_1118,55,4.99,1.35,Alta
Causa_1119,49,4.16,0.9,Média
Causa_1120,64,5.52,0.97,Alta
Causa_1121,72,4.97,1.35,Alta
Causa_1122,64,3.93,1.48,Média
Causa_1123,61,4.53,1.01,Média
Causa_1124,62,3.78,0.8,Média
Causa_1125,69,4.35,2.19,Alta
Causa_1126,53,4.06,1.43,Média
Causa_1127,59,5.44,1.12,Alta
Causa_1128,56,6.19,1.46,Baixa
Causa_1129,51,3.36,1.16,Média
Causa_1130,57,2.96,1.46,Alta
Causa_1131,67,4.3,1.25,Alta
Causa_1132,63,3.29,1.23,Média
Causa_1133,64,4.54,1.17,Média
Causa_1134,61,5.1,0.77,Média
Causa_1135,63,5.7,1.78,Baixa
Causa_1136,54,4.66,0.92,Média
Causa_1137,57,4.35,0.79,Média
Causa_1138,61,2.92,1.14,Baixa
Causa_1139,61,4.52,0.91,Média
Causa_1140,62,4.56,1.18,Média
Causa_1141,59,5.01,1.41,Baixa
Causa_1142,57,3.93,1.5,Alta
Causa_1143,82,4.15,1.44,Alta
Causa_1144,66,3.32,1.11,Baixa
Causa_1145,62,2.67,1.21,Média
Causa_1146,58,3.61,1.32,Baixa
Causa_1147,56,3.24,0.67,Alta
Causa_1148,59,4.77,1.37,Média
Causa_1149,62,4.09,0.76,Alta
Causa_1150,46,4.07,1.81,Média
Causa_1151,49,3.71,1.08,Alta
Causa_1152,55,1.91,1.14,Alta
Causa_1153,61,5.71,0.97,Alta
Causa_1154,58,3.7,1.01,Média
Causa_1155,70,4.17,1.88,Alta
Causa_1156,49,3.34,1.48,Alta
Causa_1157,54,5.28,0.74,Alta
Causa_1158,70,4.61,1.65,Alta
Causa_1159,60,3.84,1.56,Baixa
Causa_1160,66,4.19,1.12,Alta
Causa_1161,74,5.84,1.29,Alta
Causa_1162,55,4.44,1.2,Baixa
Causa_1163,59,4.35,1.79,Média
Causa_1164,58,3.75,0.96,Média
Causa_1165,46,2.98,1.24,Média
Causa_1166,57,4.37,1.07,Baixa
Causa_1167,66,4.76,0.77,Alta
Causa_1168,63,5.38,1.86,Baixa
Causa_1169,64,2.7,0.85,Baixa
Causa_1170,57,3.6,1.27,Média
Causa_1171,55,4.04,0.68,Média
Causa_1172,68,4.5,1.08,Média
Causa_1173,56,4.38,1.33,Alta
Causa_1174,62,4.4,0.95,Alta
Causa_1175,61,4.83,1.38,Baixa
Causa_1176,70,3.78,1.12,Média
Causa_1177,66,5.25,1.55,Alta
Causa_1178,50,4.85,1.61,Média
Causa_1179,51,4.24,1.02,Média
Causa_1180,64,5.78,1.22,Alta
Causa_1181,59,5.75,1.26,Média
Causa_1182,56,5.25,1.39,Média
Causa_1183,67,2.09,1.2,Alta
Causa_1184,61,5.76,1.26,Baixa
Causa_1185,60,5.14,1.13,Alta
Causa_1186,65,6.11,1.23,Média
Causa_1187,57,5.49,1.59,Alta
Causa_1188,70,5.76,1.39,Média
Causa_1189,54,5.2,1.41,Alta
Causa_1190,64,5.58,1.42,Alta
Causa_1191,70,6.1,1.15,Baixa
Causa_1192,50,4.67,1.3,Alta
Causa_1193,57,3.24,0.87,Média
Causa_1194,67,4.25,1.58,Média
Causa_1195,68,4.81,0.37,Baixa
Causa_1196,58,4.56,1.17,Média
Causa_1197,54,3.5,1.54,Alta
Causa_1198,66,3.2,0.79,Alta
Causa_1199,68,3.91,1.32,Baixa
Causa_1200,51,5.15,1.0,Baixa
Causa_1201,51,5.76,1.09,Alta
Causa_1202,61,5.23,1.48,Média
Causa_1203,64,5.35,1.26,Média
Causa_1204,57,4.44,0.59,Baixa
Causa_1205,64,3.11,0.91,Baixa
Causa_1206,55,4.14,1.49,Baixa
Causa_1207,45,4.29,1.33,Baixa
Causa_1208,57,4.1,1.72,Baixa
Causa_1209,60,4.54,1.7,Alta
Causa_1210,58,4.85,1.1,Baixa
Causa_1211,51,5.18,1.95,Média
Causa_1212,47,4.28,1.21,Baixa
Causa_1213,56,2.98,0.91,Média
Causa_1214,66,4.11,1.01,Alta
Causa_1215,68,4.53,0.52,Média
Causa_1216,68,5.48,1.68,Média
Causa_1217,54,4.05,1.68,Alta
Causa_1218,51,4.91,0.9,Alta
Causa_1219,63,4.73,1.13,Média
Causa_1220,64,4.54,1.23,Alta
Causa_1221,62,5.24,0.91,Alta
Causa_1222,45,3.97,0.67,Alta
Causa_1223,53,4.04,1.14,Baixa
Causa_1224,59,4.49,1.1,Média
Causa_1225,63,3.99,1.08,Alta
Causa_1226,65,4.91,1.27,Média
Causa_1227,61,3.93,1.63,Média
Causa_1228,62,4.68,1.11,Alta
Causa_1229,60,4.42,1.25,Alta
Causa_1230,64,4.67,1.42,Média
Causa_1231,62,4.13,1.37,Média
Causa_1232,60,4.23,1.02,Média
Causa_1233,58,4.58,1.23,Média
Causa_1234,60,4.66,1.36,Alta
Causa_1235,63,4.5,0.86,Baixa
Causa_1236,61,5.86,1.58,Alta
Causa_1237,62,3.71,1.63,Média
Causa_1238,69,4.45,0.98,Alta
Causa_1239,61,3.24,1.26,Alta
Causa_1240,55,4.8,1.39,Média
Causa_1241,66,3.61,1.04,Alta
Causa_1242,50,4.28,1.34,Média
Causa_1243,52,4.2,1.25,Alta
Causa_1244,62,4.72,0.76,Média
Causa_1245,63,4.06,1.34,Média
Causa_1246,51,4.02,0.87,Alta
Causa_1247,57,5.65,1.48,Baixa
Causa_1248,55,4.73,1.0,Alta
Causa_1249,56,4.05,1.15,Alta
Causa_1250,66,4.3,1.61,Média
Causa_1251,64,5.82,1.35,Média
Causa_1252,59,4.31,0.88,Média
Causa_1253,56,3.95,0.9,Alta
Causa_1254,50,3.95,1.02,Baixa
Causa_1255,69,4.06,1.32,Média
Causa_1256,64,4.02,1.31,Alta
Causa_1257,55,3.48,0.95,Alta
Causa_1258,65,3.6,0.85,Baixa
Causa_1259,59,3.84,1.28,Média
Causa_1260,57,4.97,1.15,Alta
Causa_1261,63,4.2,1.85,Alta
Causa_1262,54,4.33,1.21,Alta
Causa_1263,57,5.52,1.74,Média
Causa_1264,60,5.54,0.85,Baixa
Causa_1265,56,4.27,0.73,Média
Causa_1266,64,4.0,0.86,Média
Causa_1267,73,3.81,1.56,Baixa
Causa_1268,54,5.05,1.73,Média
Causa_1269,48,4.34,0.97,Média
Causa_1270,45,4.19,1.06,Alta
Causa_1271,58,3.85,0.85,Média
Causa_1272,55,3.88,0.66,Média
Causa_1273,61,4.76,1.42,Alta
Causa_1274,60,3.45,1.27,Baixa
Causa_1275,48,5.3,1.2,Baixa
Causa_1276,47,4.07,0.78,Média
Causa_1277,62,4.38,1.69,Média
Causa_1278,60,3.43,1.05,Média
Causa_1279,57,4.49,1.36,Alta
Causa_1280,48,4.24,0.76,Alta
Causa_1281,63,4.46,1.14,Média
Causa_1282,68,5.68,1.29,Média
Causa_1283,61,4.64,1.3,Baixa
Causa_1284,54,3.86,1.25,Alta
Causa_1285,60,3.93,1.35,Média
Causa_1286,50,4.98,0.86,Média
Causa_1287,67,5.54,1.26,Média
Causa_1288,60,4.73,1.23,Baixa
Causa_1289,47,5.05,1.27,Baixa
Causa_1290,57,4.99,1.22,Alta
Causa_1291,63,5.64,0.82,Alta
Causa_1292,57,2.94,0.8,Alta
Causa_1293,58,5.03,0.54,Média
Causa_1294,51,5.29,1.45,Alta
Causa_1295,63,3.43,1.45,Média
Causa_1296,55,3.79,1.45,Média
Causa_1297,44,3.82,1.29,Média
Causa_1298,57,3.92,0.56,Média
Causa_1299,66,4.11,0.89,Média
Causa_1300,57,4.69,1.25,Média
Causa_1301,72,5.19,1.24,Alta
Causa_1302,63,5.37,1.13,Média
Causa_1303,62,3.83,1.31,Média
Causa_1304,59,3.82,1.2,Média
Causa_1305,59,5.55,1.24,Baixa
Causa_1306,58,5.02,1.01,Baixa
Causa_1307,57,4.57,1.49,Baixa
Causa_1308,63,4.88,1.07,Alta
Causa_1309,53,4.48,0.8,Média
Causa_1310,52,4.92,0.97,Alta
Causa_1311,52,4.23,1.1,Alta
Causa_1312,74,4.72,1.5,Alta
Causa_1313,63,3.29,1.19,Alta
Causa_1314,62,3.95,1.14,Alta
Causa_1315,52,3.96,0.83,Média
Causa_1316,64,4.2,1.44,Baixa
Causa_1317,59,3.76,1.0,Alta
Causa_1318,61,4.07,1.17,Baixa
Causa_1319,53,3.29,1.64,Alta
Causa_1320,61,4.94,1.35,Alta
Causa_1321,57,4.43,0.71,Média
Causa_1322,54,3.14,0.67,Média
Causa_1323,65,3.83,1.18,Alta
Causa_1324,49,4.77,0.84,Alta
Causa_1325,63,4.07,1.39,Média
Causa_1326,64,3.94,1.21,Alta
Causa_1327,53,4.44,1.25,Média
Causa_1328,54,4.77,0.99,Média
Causa_1329,58,3.35,1.72,Alta
Causa_1330,61,4.94,2.05,Baixa
Causa_1331,58,3.86,1.12,Alta
Causa_1332,63,4.49,1.31,Média
Causa_1333,72,4.47,1.23,Média
Causa_1334,56,4.08,1.12,Baixa
Causa_1335,47,3.68,0.95,Média
Causa_1336,65,4.27,0.87,Média
Causa_1337,71,5.8,0.86,Alta
Causa_1338,62,3.41,1.32,Média
Causa_1339,52,5.85,1.04,Média
Causa_1340,59,4.29,0.43,Média
Causa_1341,52,4.53,1.33,Baixa
Causa_1342,64,3.63,1.19,Alta
Causa_1343,50,3.88,1.6,Baixa
Causa_1344,57,4.1,1.31,Baixa
Causa_1345,52,3.66,0.76,Média
Causa_1346,60,4.33,0.53,Média
Causa_1347,57,4.17,0.98,Alta
Causa_1348,61,5.98,1.01,Baixa
Causa_1349,60,3.57,1.48,Alta
Causa_1350,53,4.58,1.2,Média
Causa_1351,64,4.7,1.54,Média
Causa_1352,59,3.64,0.8,Baixa
Causa_1353,53,5.05,1.49,Média
Causa_1354,75,4.18,1.42,Média
Causa_1355,63,2.51,0.59,Alta
Causa_1356,58,5.03,1.6,Alta
Causa_1357,69,3.61,1.23,Alta
Causa_1358,72,3.66,1.32,Baixa
Causa_1359,58,5.05,0.94,Média
Causa_1360,62,4.22,1.58,Média
Causa_1361,53,5.23,0.84,Média
Causa_1362,58,5.47,1.45,Média
Causa_1363,58,3.98,1.45,Alta
Causa_1364,61,5.13,0.91,Alta
Causa_1365,62,3.9,1.8,Alta
Causa_1366,63,6.29,1.27,Média
Causa_1367,61,3.95,1.4,Alta
Causa_1368,51,5.32,0.74,Média
Causa_1369,53,5.18,1.84,Média
Causa_1370,56,4.75,0.83,Média
Causa_1371,58,3.96,1.51,Alta
Causa_1372,67,4.38,0.9,Alta
Causa_1373,51,2.78,1.01,Alta
Causa_1374,57,4.68,1.44,Média
Causa_1375,66,4.78,1.51,Alta
Causa_1376,57,4.61,0.82,Baixa
Causa_1377,63,2.12,1.53,Média
Causa_1378,59,3.49,1.51,Alta
Causa_1379,61,3.9,0.92,Média
Causa_1380,58,4.73,1.68,Média
Causa_1381,64,4.73,0.76,Média
Causa_1382,49,4.36,1.01,Alta
Causa_1383,57,5.01,1.34,Alta
Causa_1384,62,3.68,0.94,Alta
Causa_1385,63,4.99,1.28,Alta
Causa_1386,70,4.88,1.27,Média
Causa_1387,57,4.8,1.14,Média
Causa_1388,70,4.35,1.45,Baixa
Causa_1389,55,5.96,1.13,Alta
Causa_1390,69,4.89,1.27,Alta
