RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Falta de energia,9,4.3,0.7,Baixa
Cabo rompido,10,5.2,0.8,Média
Cabo rompido,13,4.9,0.7,Baixa
Curto-circuito,12,3.6,0.3,Baixa
Erro de firmware,7,4.8,0.8,Alta
Falha de roteador,13,4.8,0.7,Média
Curto-circuito,12,4.8,0.8,Alta
Erro de firmware,10,5.0,0.7,Média
Falta de energia,5,5.1,0.6,Alta
Atualização mal aplicada,15,4.4,0.4,Média
Conexão instável,8,6.9,0.5,Média
Falta de energia,10,3.2,0.4,Média
Manutenção mal sucedida,13,3.9,0.4,Alta
Erro de firmware,10,9.2,1.0,Baixa
Erro de firmware,13,3.4,0.4,Alta
Atualização mal aplicada,13,3.0,0.5,Alta
Erro de firmware,8,6.1,0.7,Alta
Erro de firmware,10,1.9,0.7,Baixa
Conexão instável,3,4.6,0.4,Baixa
Conexão instável,10,8.2,0.9,Média
Curto-circuito,14,2.7,0.8,Baixa
Atualização mal aplicada,7,2.0,0.5,Alta
Conexão instável,12,2.8,0.5,Baixa
Cabo rompido,11,6.3,1.0,Alta
Conexão instável,6,6.7,0.9,Alta
Cabo rompido,13,4.2,0.8,Alta
Manutenção mal sucedida,12,6.0,0.4,Média
Falha de roteador,13,7.1,0.6,Média
Falta de energia,12,7.7,0.7,Alta
Interferência externa,16,4.6,0.4,Baixa
Erro de firmware,4,1.5,0.6,Média
Atualização mal aplicada,13,3.8,0.7,Alta
Erro de firmware,13,4.4,0.5,Média
Falha de roteador,8,4.6,0.8,Média
Falta de energia,16,4.7,0.9,Baixa
Curto-circuito,11,6.7,0.5,Média
Cabo rompido,8,6.9,0.9,Média
Conexão instável,12,4.7,0.4,Alta
Curto-circuito,12,6.6,0.9,Média
Falha de roteador,8,5.5,0.4,Baixa
Falha de roteador,9,5.1,0.4,Alta
Curto-circuito,8,6.4,0.7,Baixa
Manutenção mal sucedida,16,5.1,0.6,Média
Falha de roteador,9,8.1,0.9,Alta
Conexão instável,4,2.8,0.6,Baixa
Atualização mal aplicada,6,4.2,0.5,Média
Cabo rompido,9,4.8,0.7,Alta
Conexão instável,7,5.7,0.6,Alta
Cabo rompido,13,6.9,0.5,Alta
Cabo rompido,13,5.0,0.8,Baixa
Conexão instável,12,2.9,0.8,Média
Cabo rompido,9,6.3,0.9,Baixa
Manutenção mal sucedida,8,6.1,1.0,Alta
Atualização mal aplicada,8,2.1,0.5,Alta
Erro de firmware,7,5.0,0.8,Alta
Curto-circuito,9,2.6,0.6,Média
Manutenção mal sucedida,6,4.0,0.8,Baixa
Cabo rompido,10,3.6,0.6,Média
Curto-circuito,10,6.2,1.0,Alta
Manutenção mal sucedida,11,5.2,0.8,Baixa
Interferência externa,6,3.1,1.0,Média
Interferência externa,10,6.3,0.9,Alta
Conexão instável,8,2.8,0.9,Baixa
Cabo rompido,13,5.5,0.9,Alta
Falta de energia,9,3.8,0.6,Alta
Manutenção mal sucedida,13,4.5,0.5,Alta
Falha de roteador,11,5.8,0.6,Média
Falha de roteador,7,5.8,0.3,Média
Conexão instável,11,7.0,0.7,Alta
Falta de energia,10,4.9,0.7,Alta
Cabo rompido,6,5.5,0.7,Média
Conexão instável,9,4.3,1.0,Baixa
Curto-circuito,3,5.3,0.9,Média
Erro de firmware,12,5.7,0.4,Alta
Conexão instável,7,4.9,0.6,Alta
Cabo rompido,7,2.3,0.6,Alta
Falha de roteador,9,5.5,0.6,Alta
Conexão instável,13,5.5,0.9,Média
Falha de roteador,8,4.0,0.7,Média
Cabo rompido,13,3.1,0.7,Média
Erro de firmware,7,7.2,0.9,Média
Erro de firmware,10,5.7,0.9,Alta
Atualização mal aplicada,14,4.7,0.4,Alta
Curto-circuito,9,3.3,0.8,Média
Cabo rompido,13,3.8,0.6,Alta
Atualização mal aplicada,10,7.0,0.5,Alta
Manutenção mal sucedida,16,5.2,0.3,Alta
Conexão instável,16,4.2,0.6,Alta
Interferência externa,10,5.8,0.5,Alta
Conexão instável,10,3.8,0.5,Baixa
Falta de energia,6,7.3,0.8,Baixa
Falta de energia,19,7.0,0.8,Alta
Falha de roteador,12,4.3,0.5,Alta
Erro de firmware,9,4.1,0.3,Média
Curto-circuito,12,1.1,0.9,Alta
Curto-circuito,8,2.8,0.3,Alta
Manutenção mal sucedida,9,3.0,1.0,Alta
Interferência externa,13,5.2,0.7,Alta
Manutenção mal sucedida,9,4.5,0.5,Média
Cabo rompido,5,3.0,0.5,Baixa
Falta de energia,9,4.6,0.3,Alta
Manutenção mal sucedida,11,5.8,0.5,Alta
Cabo rompido,9,5.8,0.4,Alta
Atualização mal aplicada,10,2.2,0.7,Alta
Falta de energia,10,4.8,0.4,Baixa
Falha de roteador,18,2.9,0.7,Média
Interferência externa,15,6.4,0.7,Média
Cabo rompido,11,6.2,0.5,Média
Interferência externa,13,3.7,0.3,Baixa
Cabo rompido,12,3.9,0.3,Baixa
Cabo rompido,10,4.3,0.3,Alta
Cabo rompido,9,1.6,0.8,Alta
Interferência externa,15,5.5,0.5,Média
Falha de roteador,14,4.6,0.9,Alta
Erro de firmware,10,6.5,0.6,Baixa
Curto-circuito,11,3.4,0.6,Média
Interferência externa,19,4.1,0.7,Baixa
Curto-circuito,12,2.7,0.8,Alta
Interferência externa,17,3.5,0.5,Baixa
Curto-circuito,13,3.2,0.4,Alta
Curto-circuito,11,6.5,0.7,Baixa
Erro de firmware,12,4.0,0.5,Alta
Conexão instável,16,5.2,0.6,Média
Falta de energia,11,4.4,0.8,Média
Erro de firmware,8,3.1,0.6,Média
Conexão instável,9,4.7,0.7,Média
Manutenção mal sucedida,6,5.9,0.7,Baixa
Curto-circuito,5,3.2,0.8,Média
Erro de firmware,5,6.2,0.8,Média
Manutenção mal sucedida,12,3.7,0.7,Alta
Falha de roteador,6,4.3,0.8,Baixa
Cabo rompido,20,5.8,0.9,Média
Manutenção mal sucedida,16,4.0,0.6,Média
Falha de roteador,3,5.1,0.6,Alta
Curto-circuito,11,4.5,0.8,Média
Cabo rompido,8,5.2,0.7,Alta
Interferência externa,11,1.4,0.3,Alta
Falha de roteador,8,2.3,0.9,Média
Erro de firmware,8,5.9,0.3,Alta
Manutenção mal sucedida,9,6.6,0.8,Alta
Interferência externa,7,3.6,0.8,Média
Cabo rompido,5,4.6,1.0,Alta
Conexão instável,8,5.4,0.3,Alta
Conexão instável,5,6.0,0.7,Alta
Falta de energia,13,2.0,0.6,Média
Atualização mal aplicada,10,3.7,0.5,Média
Falha de roteador,8,4.5,0.4,Média
Falta de energia,10,6.1,0.7,Alta
Interferência externa,11,8.7,0.6,Alta
Curto-circuito,13,4.7,0.4,Alta
Interferência externa,6,2.9,0.7,Média
Atualização mal aplicada,9,5.6,0.8,Baixa
Interferência externa,12,7.0,0.8,Alta
Cabo rompido,12,5.2,0.9,Alta
Curto-circuito,11,3.6,0.6,Alta
Interferência externa,8,6.4,1.0,Média
Cabo rompido,9,6.0,0.9,Média
Conexão instável,9,3.5,0.5,Média
Falta de energia,12,5.6,0.4,Baixa
Falta de energia,12,6.5,0.6,Média
Falha de roteador,12,6.8,0.6,Alta
Falta de energia,14,4.9,0.7,Alta
Erro de firmware,10,4.5,0.7,Média
Conexão instável,9,6.8,0.8,Média
Curto-circuito,8,3.2,0.7,Média
Cabo rompido,14,5.7,0.4,Média
Manutenção mal sucedida,16,2.9,0.9,Média
Falha de roteador,13,6.6,0.5,Baixa
Curto-circuito,13,4.6,1.0,Média
Erro de firmware,13,6.9,0.4,Média
Manutenção mal sucedida,8,5.7,1.0,Alta
Cabo rompido,13,3.2,0.4,Média
Falha de roteador,14,7.1,0.5,Baixa
Erro de firmware,8,7.3,0.3,Alta
Falha de roteador,11,6.3,0.8,Média
Atualização mal aplicada,12,3.9,0.9,Média
Interferência externa,9,4.5,0.6,Alta
Manutenção mal sucedida,13,5.2,0.9,Média
Falha de roteador,12,3.9,0.7,Alta
Falta de energia,11,7.5,0.7,Baixa
Manutenção mal sucedida,7,5.2,0.9,Baixa
Falta de energia,6,0.9,0.5,Alta
Cabo rompido,14,5.5,0.5,Alta
Falha de roteador,12,4.5,0.9,Média
Falha de roteador,8,4.9,0.9,Alta
Curto-circuito,7,4.4,1.0,Alta
Falta de energia,11,6.2,0.9,Média
Manutenção mal sucedida,10,6.7,0.4,Alta
Manutenção mal sucedida,8,5.4,0.9,Alta
Erro de firmware,18,4.5,0.6,Baixa
Cabo rompido,15,4.9,1.0,Baixa
Manutenção mal sucedida,11,5.0,0.6,Média
Interferência externa,4,3.8,0.7,Baixa
Cabo rompido,11,5.9,0.7,Alta
Manutenção mal sucedida,15,5.7,0.5,Alta
Interferência externa,6,7.3,0.4,Alta
Erro de firmware,8,6.9,0.9,Média
Falha de roteador,13,4.0,0.9,Baixa
Curto-circuito,8,6.2,0.4,Média
Atualização mal aplicada,8,3.6,0.8,Baixa
Curto-circuito,12,6.0,0.7,Média
Interferência externa,11,4.2,0.6,Alta
Atualização mal aplicada,12,3.5,0.5,Média
Curto-circuito,12,5.4,0.9,Alta
Curto-circuito,8,1.0,0.8,Alta
Erro de firmware,15,2.4,0.7,Média
Manutenção mal sucedida,5,4.7,0.7,Média
Curto-circuito,12,5.1,0.4,Média
Curto-circuito,5,4.4,0.6,Média
Falta de energia,12,2.6,0.4,Alta
Erro de firmware,7,3.8,0.4,Média
Conexão instável,10,5.6,0.8,Média
Erro de firmware,10,5.9,0.9,Alta
Cabo rompido,10,5.0,0.6,Baixa
Cabo rompido,11,6.7,0.4,Média
Erro de firmware,7,5.6,0.8,Média
Curto-circuito,8,3.9,0.9,Baixa
Manutenção mal sucedida,9,4.6,0.8,Baixa
Curto-circuito,11,2.9,0.9,Baixa
Falha de roteador,8,4.8,0.7,Alta
Falha de roteador,9,6.7,0.8,Alta
Atualização mal aplicada,12,6.0,0.4,Alta
Falha de roteador,6,7.1,0.5,Alta
Cabo rompido,6,4.5,0.6,Baixa
Manutenção mal sucedida,12,7.0,0.7,Média
Cabo rompido,10,4.7,1.0,Alta
Curto-circuito,11,7.2,0.9,Alta
Atualização mal aplicada,9,5.0,0.4,Alta
Manutenção mal sucedida,14,6.1,0.4,Média
Erro de firmware,5,7.2,0.6,Média
Falha de roteador,11,4.7,0.5,Baixa
Atualização mal aplicada,5,5.3,0.7,Baixa
Falta de energia,5,6.9,0.9,Alta
Cabo rompido,10,4.8,1.0,Alta
Manutenção mal sucedida,11,3.0,0.8,Alta
Cabo rompido,12,8.2,0.9,Alta
Cabo rompido,8,4.3,0.7,Baixa
Atualização mal aplicada,11,5.2,0.4,Média
Erro de firmware,9,6.7,0.7,Média
Falha de roteador,10,4.1,0.7,Média
Atualização mal aplicada,12,3.5,0.8,Alta
Falta de energia,9,5.4,0.5,Alta
Erro de firmware,12,2.3,0.6,Média
Erro de firmware,12,4.6,0.6,Média
Curto-circuito,13,5.4,1.0,Alta
Curto-circuito,7,4.6,0.6,Média
Falha de roteador,9,2.7,0.8,Baixa
Cabo rompido,8,7.4,0.8,Média
Cabo rompido,6,5.2,0.5,Média
Interferência externa,8,7.1,0.7,Média
Manutenção mal sucedida,9,4.6,0.9,Média
Curto-circuito,12,3.7,0.6,Média
Conexão instável,11,5.4,1.0,Baixa
Falha de roteador,6,4.7,0.5,Alta
Curto-circuito,11,3.2,0.4,Média
Atualização mal aplicada,9,7.2,0.9,Alta
Cabo rompido,6,4.1,0.9,Alta
Falta de energia,7,2.2,1.0,Média
Falha de roteador,10,7.0,0.8,Baixa
Atualização mal aplicada,14,4.2,1.0,Alta
Cabo rompido,8,4.1,0.9,Alta
Conexão instável,10,2.4,0.9,Alta
Falta de energia,9,7.6,0.7,Média
Atualização mal aplicada,6,3.1,0.6,Alta
Atualização mal aplicada,9,5.1,1.0,Alta
Interferência externa,13,6.4,0.6,Média
Cabo rompido,13,5.6,0.7,Alta
Falha de roteador,10,4.9,0.6,Média
Conexão instável,13,2.4,0.7,Média
Atualização mal aplicada,6,3.8,0.6,Alta
Conexão instável,19,5.3,0.3,Média
Falta de energia,12,3.8,0.9,Média
Interferência externa,9,5.3,0.6,Média
Interferência externa,12,6.0,0.7,Média
Curto-circuito,5,6.4,0.4,Alta
Falta de energia,8,3.2,0.3,Baixa
Cabo rompido,9,8.3,0.5,Média
Conexão instável,9,6.2,0.8,Alta
Manutenção mal sucedida,9,5.0,0.4,Alta
Atualização mal aplicada,9,6.6,0.9,Alta
Atualização mal aplicada,11,8.5,0.5,Alta
Cabo rompido,13,2.8,0.4,Média
Atualização mal aplicada,13,4.7,0.4,Alta
Cabo rompido,13,1.4,0.3,Alta
Falha de roteador,10,5.3,0.8,Média
Curto-circuito,7,5.5,0.9,Alta
Manutenção mal sucedida,11,4.9,0.7,Média
Interferência externa,4,4.0,0.4,Média
Curto-circuito,13,1.9,0.5,Alta
Conexão instável,7,5.6,0.6,Média
Curto-circuito,4,7.2,1.0,Média
Falha de roteador,6,4.1,0.5,Alta
Conexão instável,7,5.7,0.8,Alta
Falha de roteador,3,2.6,0.6,Média
Curto-circuito,10,5.7,0.5,Baixa
Erro de firmware,9,4.4,0.6,Média
Curto-circuito,6,3.9,0.3,Alta
Conexão instável,4,3.9,0.9,Média
Manutenção mal sucedida,11,4.4,0.5,Média
Falta de energia,14,5.6,0.8,Média
Cabo rompido,18,3.0,0.3,Média
Interferência externa,5,4.4,1.0,Média
Erro de firmware,7,4.9,0.4,Baixa
Manutenção mal sucedida,11,3.4,0.9,Média
Interferência externa,8,7.7,0.9,Média
Curto-circuito,6,3.7,1.0,Alta
Atualização mal aplicada,6,4.0,0.6,Baixa
Conexão instável,7,3.5,0.8,Baixa
Erro de firmware,17,7.7,0.6,Alta
Falha de roteador,9,5.8,0.4,Média
Conexão instável,4,3.6,0.6,Alta
Cabo rompido,12,6.7,0.4,Média
Interferência externa,9,5.3,1.0,Média
Manutenção mal sucedida,9,5.4,0.4,Alta
Erro de firmware,8,4.5,0.7,Baixa
Cabo rompido,11,3.9,0.7,Alta
Conexão instável,8,5.5,0.7,Média
Atualização mal aplicada,7,4.2,0.8,Média
Manutenção mal sucedida,12,7.7,0.4,Alta
Cabo rompido,4,3.1,0.7,Alta
Falha de roteador,8,7.3,0.5,Alta
Conexão instável,7,4.8,1.0,Média
Erro de firmware,7,5.4,0.8,Média
Falha de roteador,8,6.2,1.0,Alta
Interferência externa,9,4.1,0.3,Alta
Cabo rompido,14,6.3,0.5,Alta
Atualização mal aplicada,12,0.9,0.4,Média
Cabo rompido,9,3.9,0.3,Média
Manutenção mal sucedida,9,3.6,0.5,Alta
Interferência externa,12,3.1,0.8,Média
Falha de roteador,6,4.7,0.5,Alta
Falha de roteador,7,5.6,0.7,Baixa
Falha de roteador,12,6.1,0.9,Baixa
Cabo rompido,9,5.4,0.8,Média
Manutenção mal sucedida,11,4.0,0.6,Baixa
Curto-circuito,6,5.6,0.6,Baixa
Curto-circuito,10,5.2,0.6,Baixa
Erro de firmware,7,6.4,0.4,Média
Atualização mal aplicada,13,6.2,0.7,Alta
Cabo rompido,7,5.0,0.6,Alta
Falta de energia,11,3.7,0.9,Alta
Atualização mal aplicada,12,4.0,0.8,Média
Falha de roteador,10,4.2,0.7,Alta
Conexão instável,8,4.5,0.6,Alta
Curto-circuito,11,5.4,0.4,Média
Conexão instável,8,6.1,0.8,Alta
Curto-circuito,10,4.9,0.6,Média
Falta de energia,12,5.0,0.5,Baixa
Conexão instável,6,5.2,0.4,Média
Falha de roteador,5,4.2,0.4,Média
Erro de firmware,10,3.6,0.8,Média
Falha de roteador,10,2.4,0.5,Média
Manutenção mal sucedida,7,4.0,0.7,Alta
Falta de energia,14,5.7,0.6,Baixa
Cabo rompido,13,3.9,0.7,Alta
Atualização mal aplicada,11,4.6,0.9,Alta
Conexão instável,8,5.7,0.9,Média
Falha de roteador,7,5.8,0.6,Alta
Atualização mal aplicada,10,3.4,0.3,Alta
Erro de firmware,9,6.5,0.6,Alta
Falha de roteador,5,6.7,0.7,Alta
Curto-circuito,6,3.3,0.7,Alta
Falta de energia,7,3.8,0.8,Alta
Atualização mal aplicada,9,6.8,0.4,Média
Atualização mal aplicada,16,4.8,0.8,Baixa
Falta de energia,10,1.7,0.4,Alta
Erro de firmware,12,2.9,0.8,Baixa
Falta de energia,12,4.6,0.5,Alta
Curto-circuito,14,3.3,0.8,Alta
Conexão instável,7,4.4,0.3,Alta
Interferência externa,10,5.0,0.6,Média
Interferência externa,7,7.2,0.8,Média
Falta de energia,13,4.6,0.5,Média
Conexão instável,9,6.6,0.9,Média
Falha de roteador,16,7.1,0.7,Média
Curto-circuito,9,7.2,0.7,Média
Atualização mal aplicada,12,5.4,0.5,Baixa
Manutenção mal sucedida,11,2.1,0.6,Alta
Cabo rompido,10,5.7,0.7,Alta
Manutenção mal sucedida,9,6.6,0.6,Média
Erro de firmware,12,4.9,0.8,Média
Cabo rompido,9,7.6,0.6,Alta
Erro de firmware,7,6.3,0.4,Alta
Interferência externa,15,5.9,0.4,Média
Falta de energia,14,6.6,0.3,Média
Interferência externa,17,5.5,0.5,Alta
Falha de roteador,8,1.3,0.8,Baixa
Falta de energia,10,4.3,0.9,Média
Interferência externa,7,6.8,0.4,Média
Conexão instável,8,3.8,1.0,Média
Erro de firmware,6,4.7,0.7,Baixa
Cabo rompido,8,3.4,0.9,Alta
Manutenção mal sucedida,11,7.7,0.8,Alta
Manutenção mal sucedida,6,7.5,0.8,Média
Atualização mal aplicada,8,3.7,0.4,Média
Falta de energia,17,5.2,0.5,Alta
Manutenção mal sucedida,14,4.0,0.3,Baixa
Cabo rompido,12,5.9,0.8,Média
Falha de roteador,12,5.8,0.5,Alta
Manutenção mal sucedida,14,6.2,0.9,Alta
Atualização mal aplicada,10,5.5,0.5,Alta
Falta de energia,9,9.4,0.9,Média
Conexão instável,14,3.5,0.4,Baixa
Manutenção mal sucedida,7,2.4,0.4,Média
Manutenção mal sucedida,10,4.4,0.5,Baixa
Manutenção mal sucedida,10,2.6,0.6,Baixa
Erro de firmware,12,2.8,0.5,Média
Interferência externa,9,3.5,0.8,Média
Interferência externa,12,3.6,0.4,Média
Conexão instável,9,3.6,0.5,Média
Interferência externa,12,5.8,0.9,Alta
Atualização mal aplicada,8,4.2,0.3,Média
Falha de roteador,16,4.7,1.0,Alta
Conexão instável,13,6.3,1.0,Baixa
Cabo rompido,6,3.9,0.4,Baixa
Atualização mal aplicada,9,4.6,0.5,Alta
Falta de energia,8,5.5,0.6,Alta
Curto-circuito,9,2.1,0.8,Média
Falta de energia,10,1.4,0.7,Média
Atualização mal aplicada,7,5.5,0.8,Alta
Conexão instável,12,5.7,0.8,Média
Erro de firmware,9,8.1,0.4,Alta
Interferência externa,13,5.2,0.9,Alta
Conexão instável,13,6.2,0.8,Alta
Falha de roteador,9,4.7,0.7,Alta
Interferência externa,7,5.4,0.9,Média
Falha de roteador,10,7.5,0.8,Baixa
Conexão instável,9,1.8,0.4,Média
Atualização mal aplicada,8,5.6,0.6,Média
Interferência externa,7,8.2,0.6,Alta
Atualização mal aplicada,7,5.4,0.3,Média
Interferência externa,12,7.5,1.0,Alta
Erro de firmware,6,4.1,0.4,Média
Manutenção mal sucedida,9,5.0,0.8,Baixa
Interferência externa,10,5.1,0.7,Alta
Manutenção mal sucedida,9,1.7,0.3,Média
Curto-circuito,12,3.2,0.9,Alta
Falta de energia,7,3.4,0.9,Alta
Curto-circuito,7,6.2,0.7,Alta
Erro de firmware,9,6.3,0.5,Alta
Falha de roteador,8,5.5,0.4,Alta
Interferência externa,12,6.2,0.6,Alta
Manutenção mal sucedida,13,4.8,0.5,Média
Falta de energia,14,6.8,0.7,Alta
Curto-circuito,12,5.0,1.0,Média
Curto-circuito,8,5.1,0.7,Baixa
Falta de energia,7,4.6,0.9,Média
Conexão instável,4,6.0,0.8,Alta
Atualização mal aplicada,10,4.4,0.6,Alta
Curto-circuito,9,6.5,0.9,Baixa
Conexão instável,10,3.3,0.6,Média
Conexão instável,4,3.4,0.9,Média
Conexão instável,8,6.0,0.5,Alta
Atualização mal aplicada,6,4.9,0.4,Média
Atualização mal aplicada,6,4.3,0.9,Alta
Manutenção mal sucedida,15,6.3,0.7,Baixa
Curto-circuito,13,4.1,0.9,Baixa
Curto-circuito,15,4.7,1.0,Alta
Falta de energia,8,7.1,0.3,Média
Cabo rompido,9,7.3,0.7,Alta
Manutenção mal sucedida,10,7.4,0.6,Média
Interferência externa,12,4.6,0.7,Baixa
Atualização mal aplicada,8,6.8,0.9,Média
Curto-circuito,11,3.6,0.5,Alta
Interferência externa,10,3.6,0.7,Alta
Manutenção mal sucedida,9,1.5,0.8,Baixa
Erro de firmware,8,7.5,0.4,Média
Falha de roteador,6,3.7,0.9,Média
Cabo rompido,17,4.8,0.7,Alta
Manutenção mal sucedida,13,3.6,1.0,Alta
Conexão instável,13,6.0,0.5,Baixa
Manutenção mal sucedida,11,4.4,0.4,Média
Falha de roteador,11,3.0,0.7,Média
Falha de roteador,4,5.7,0.4,Média
Erro de firmware,8,2.8,1.0,Média
Conexão instável,9,3.7,0.3,Alta
Cabo rompido,11,1.8,0.8,Alta
Cabo rompido,9,2.9,0.7,Média
Cabo rompido,7,5.3,0.6,Média
Interferência externa,8,2.1,0.3,Média
Curto-circuito,11,2.8,0.7,Baixa
Atualização mal aplicada,9,5.0,0.7,Alta
Manutenção mal sucedida,7,4.2,0.5,Alta
Interferência externa,13,8.0,0.9,Baixa
Manutenção mal sucedida,8,7.8,0.5,Média
Manutenção mal sucedida,8,3.7,0.6,Média
Cabo rompido,11,5.8,0.7,Média
Curto-circuito,9,6.1,0.4,Média
Falta de energia,6,4.1,1.0,Alta
Falta de energia,6,2.8,0.6,Média
Cabo rompido,16,5.0,0.4,Baixa
Interferência externa,19,4.7,0.6,Média
Conexão instável,12,4.3,0.7,Média
Conexão instável,14,5.7,0.7,Alta
Erro de firmware,10,3.9,0.8,Alta
Falha de roteador,8,3.3,0.3,Alta
Falha de roteador,13,5.2,0.5,Alta
Atualização mal aplicada,17,5.6,0.9,Baixa
Interferência externa,3,3.2,0.4,Média
Conexão instável,10,6.4,0.9,Média
Cabo rompido,9,2.3,0.4,Média
Interferência externa,18,4.1,0.9,Alta
Manutenção mal sucedida,10,4.6,0.6,Baixa
Interferência externa,15,4.0,0.7,Alta
Interferência externa,8,4.2,0.4,Alta
Falha de roteador,14,7.8,0.3,Média
Erro de firmware,11,3.7,0.5,Baixa
Atualização mal aplicada,9,8.7,0.4,Baixa
Curto-circuito,9,5.7,0.5,Alta
Curto-circuito,9,5.1,0.7,Baixa
Conexão instável,9,5.7,0.7,Alta
Falta de energia,7,8.8,0.9,Alta
Erro de firmware,10,3.5,0.8,Baixa
Atualização mal aplicada,8,3.3,0.7,Baixa
Cabo rompido,10,3.9,0.6,Média
Falta de energia,17,5.0,0.6,Média
Atualização mal aplicada,10,2.4,0.6,Baixa
Interferência externa,10,5.0,0.9,Média
Erro de firmware,7,7.5,0.5,Baixa
Erro de firmware,6,5.2,0.3,Média
Falha de roteador,10,4.6,0.8,Baixa
Interferência externa,12,4.1,0.4,Baixa
Curto-circuito,12,6.3,0.9,Alta
Falta de energia,8,3.8,0.9,Baixa
Falha de roteador,5,7.8,0.4,Média
Conexão instável,13,7.9,0.4,Alta
Interferência externa,9,5.4,0.6,Média
Interferência externa,14,5.0,0.7,Alta
Falha de roteador,14,6.5,0.5,Média
Interferência externa,7,6.6,0.8,Baixa
Interferência externa,10,3.8,0.7,Alta
Falta de energia,7,4.2,0.5,Média
Interferência externa,12,3.0,0.3,Baixa
Falta de energia,17,5.6,0.8,Média
Falta de energia,16,6.0,0.5,Alta
Falha de roteador,7,3.0,0.9,Média
Falta de energia,12,4.3,0.6,Média
Cabo rompido,8,3.0,0.7,Média
Interferência externa,11,3.7,0.9,Baixa
Interferência externa,6,5.8,0.9,Média
Atualização mal aplicada,13,3.9,0.6,Baixa
Interferência externa,7,4.5,0.4,Média
Cabo rompido,11,2.6,0.8,Alta
Curto-circuito,10,5.3,0.6,Média
Falta de energia,8,4.9,0.4,Média
Cabo rompido,7,3.9,0.9,Média
Interferência externa,7,4.7,0.4,Alta
Interferência externa,9,5.3,0.3,Alta
Erro de firmware,9,3.8,0.3,Alta
Atualização mal aplicada,10,2.8,0.7,Alta
Conexão instável,10,7.7,0.8,Média
Falha de roteador,12,4.1,0.5,Alta
Manutenção mal sucedida,10,4.9,0.5,Média
Falha de roteador,15,6.5,0.5,Alta
Conexão instável,10,10.3,0.8,Alta
Falha de roteador,10,3.1,0.3,Média
Erro de firmware,11,5.7,1.0,Alta
Interferência externa,10,3.9,0.5,Baixa
Atualização mal aplicada,4,4.2,1.0,Alta
Falta de energia,14,3.9,0.4,Média
Erro de firmware,7,3.3,0.8,Baixa
Manutenção mal sucedida,13,4.9,0.5,Média
Curto-circuito,11,2.8,0.4,Alta
Falha de roteador,2,6.4,0.9,Média
Manutenção mal sucedida,14,5.1,0.9,Média
Atualização mal aplicada,3,5.6,0.6,Baixa
Manutenção mal sucedida,14,4.3,0.8,Baixa
Falta de energia,9,4.4,0.7,Alta
Atualização mal aplicada,9,5.4,0.9,Baixa
Conexão instável,11,3.3,0.5,Alta
Falta de energia,8,4.5,0.7,Alta
Atualização mal aplicada,9,3.7,0.6,Baixa
Falha de roteador,11,3.7,0.5,Alta
Curto-circuito,8,1.8,0.9,Alta
Falha de roteador,10,7.0,0.4,Alta
Atualização mal aplicada,13,4.0,0.4,Média
Interferência externa,15,6.7,0.7,Média
Manutenção mal sucedida,10,6.6,0.8,Média
Manutenção mal sucedida,8,3.1,0.4,Alta
Falta de energia,11,3.4,0.6,Média
Cabo rompido,5,8.8,1.0,Baixa
Falta de energia,18,7.6,0.5,Baixa
Atualização mal aplicada,11,5.0,0.8,Alta
Atualização mal aplicada,11,5.4,0.8,Baixa
Conexão instável,11,4.1,0.6,Média
Erro de firmware,9,5.6,1.0,Alta
Falta de energia,11,3.9,0.8,Alta
Falta de energia,8,2.0,0.6,Alta
Erro de firmware,12,3.0,0.7,Média
Conexão instável,7,5.0,0.8,Alta
Manutenção mal sucedida,10,3.3,0.7,Média
Curto-circuito,11,4.9,0.9,Alta
Erro de firmware,8,3.4,0.5,Baixa
Cabo rompido,7,3.8,0.5,Alta
Interferência externa,7,6.3,0.4,Baixa
Falta de energia,9,5.4,0.3,Baixa
Cabo rompido,9,5.0,0.3,Alta
Atualização mal aplicada,14,6.3,0.9,Média
Falta de energia,9,5.7,0.8,Alta
Falha de roteador,12,7.2,0.8,Baixa
Conexão instável,16,4.3,0.7,Média
Manutenção mal sucedida,8,4.4,0.9,Alta
Cabo rompido,7,3.0,0.6,Alta
Curto-circuito,12,4.4,0.9,Alta
Manutenção mal sucedida,9,6.4,0.6,Baixa
Curto-circuito,11,6.9,0.9,Média
Falha de roteador,13,6.4,0.8,Baixa
Curto-circuito,14,2.3,0.5,Alta
Conexão instável,17,6.6,0.7,Alta
Manutenção mal sucedida,8,2.2,0.7,Baixa
Curto-circuito,9,6.3,0.4,Alta
Manutenção mal sucedida,9,4.4,0.7,Baixa
Conexão instável,7,6.1,0.5,Alta
Cabo rompido,8,3.0,0.3,Alta
Atualização mal aplicada,6,6.8,1.0,Média
Falha de roteador,9,2.8,0.7,Baixa
Curto-circuito,6,4.0,0.9,Baixa
Interferência externa,12,3.5,0.8,Alta
Erro de firmware,12,2.4,0.5,Alta
Manutenção mal sucedida,10,5.1,0.7,Média
Cabo rompido,12,7.7,0.8,Média
Interferência externa,12,9.0,1.0,Média
Falta de energia,10,5.1,0.5,Alta
Falta de energia,12,6.7,0.9,Baixa
Interferência externa,14,5.3,0.9,Média
Falta de energia,4,5.7,0.8,Baixa
Falha de roteador,9,4.5,1.0,Média
