RootCause,Ocorrencias_anteriores,Tempo_medio_resolucao,Desvio_padrao,Prioridade_resolucao
Falha de hardware,45,4.2,0.8,Alta
Erro de autenticação,49,3.85,0.78,Média
Driver desatualizado,50,3.28,1.33,Média
Falha de hardware,55,3.26,1.13,Média
Conexão intermitente,41,3.65,0.54,Média
Configuração incorreta,57,3.73,0.84,Alta
Interferência elétrica,49,3.6,1.12,Média
Erro de autenticação,47,3.66,1.25,Média
Rede congestionada,44,4.35,0.8,Alta
Atualização pendente,41,4.04,0.13,Média
Interferência elétrica,54,3.6,1.16,Média
Servidor não responde,50,3.97,0.63,Média
Interferência elétrica,43,2.98,0.39,Alta
Interferência elétrica,43,3.7,0.15,Média
Driver desatualizado,48,4.4,1.24,Baixa
Servidor não responde,58,3.39,1.04,Média
Rede congestionada,48,3.08,0.93,Baixa
Driver desatualizado,42,3.17,1.42,Baixa
Conexão intermitente,48,2.96,1.19,Alta
Problema no roteador,48,3.11,1.48,Média
Falha de hardware,36,3.31,0.58,Média
Rede congestionada,49,2.8,0.99,Baixa
Falha de hardware,48,3.51,0.51,Alta
Falha de hardware,53,3.95,0.93,Baixa
Problema no roteador,59,3.05,0.93,Média
Configuração incorreta,55,4.26,1.19,Média
Rede congestionada,48,3.76,1.01,Alta
Conexão intermitente,44,4.02,1.19,Alta
Conexão intermitente,62,3.17,1.21,Média
Driver desatualizado,50,3.93,1.65,Alta
Problema no roteador,50,2.95,0.91,Baixa
Problema no roteador,49,3.95,0.72,Alta
Erro de autenticação,50,3.59,1.07,Média
Driver desatualizado,49,3.78,0.76,Média
Conexão intermitente,47,2.91,1.44,Média
Rede congestionada,47,3.05,0.92,Média
Falha de hardware,49,3.8,0.83,Média
Rede congestionada,47,3.03,0.86,Alta
Configuração incorreta,46,3.73,1.22,Alta
Servidor não responde,50,2.82,0.95,Média
Atualização pendente,48,3.92,0.81,Média
Erro de autenticação,57,2.88,1.5,Média
Driver desatualizado,36,3.78,0.74,Média
Problema no roteador,55,3.81,1.01,Média
Interferência elétrica,56,3.15,1.2,Média
Servidor não responde,39,3.79,0.51,Alta
Problema no roteador,48,3.63,1.14,Média
Falha de hardware,48,3.23,0.68,Baixa
Servidor não responde,42,3.0,1.25,Baixa
Configuração incorreta,46,2.52,0.71,Média
Interferência elétrica,44,3.67,1.21,Média
Atualização pendente,58,2.72,1.33,Baixa
Configuração incorreta,54,3.55,1.26,Média
Configuração incorreta,56,3.37,1.08,Alta
Falha de hardware,53,3.84,0.93,Alta
Configuração incorreta,44,3.35,0.83,Média
Interferência elétrica,47,3.34,1.44,Baixa
Erro de autenticação,52,3.87,0.79,Média
Conexão intermitente,43,3.67,0.69,Alta
Conexão intermitente,53,3.66,1.2,Alta
Falha de hardware,48,3.73,0.76,Média
Erro de autenticação,48,2.73,0.71,Baixa
Interferência elétrica,53,3.88,0.57,Média
Rede congestionada,52,3.81,0.86,Média
Rede congestionada,48,2.99,0.98,Alta
Conexão intermitente,55,3.38,1.07,Baixa
Erro de autenticação,44,3.48,1.29,Média
Atualização pendente,53,3.43,1.16,Alta
Erro de autenticação,52,3.67,0.94,Média
Erro de autenticação,48,4.22,0.94,Alta
Interferência elétrica,51,4.04,1.15,Alta
Atualização pendente,43,2.84,1.38,Alta
Servidor não responde,54,3.81,1.04,Alta
Conexão intermitente,49,4.16,0.86,Média
Erro de autenticação,47,3.69,0.7,Média
Rede congestionada,55,4.05,0.57,Média
Driver desatualizado,46,4.51,1.2,Média
Conexão intermitente,42,4.01,1.17,Alta
Rede congestionada,42,3.62,1.17,Alta
Erro de autenticação,53,4.02,0.96,Média
Conexão intermitente,43,3.57,1.42,Média
Configuração incorreta,58,3.51,0.85,Alta
Servidor não responde,39,3.32,1.29,Baixa
Erro de autenticação,58,4.28,0.99,Média
Rede congestionada,51,3.09,0.82,Baixa
Interferência elétrica,49,4.27,1.18,Média
Falha de hardware,47,3.75,1.12,Alta
Interferência elétrica,51,2.8,1.11,Média
Problema no roteador,49,3.68,1.02,Alta
Falha de hardware,55,2.45,0.99,Média
Atualização pendente,50,3.81,1.72,Alta
Problema no roteador,50,3.94,1.36,Baixa
Interferência elétrica,48,3.2,1.22,Alta
Problema no roteador,49,3.56,1.03,Baixa
Driver desatualizado,51,4.48,1.3,Baixa
Rede congestionada,41,3.25,1.16,Média
Driver desatualizado,43,2.97,1.01,Média
Interferência elétrica,53,4.24,0.91,Média
Servidor não responde,50,4.48,0.98,Baixa
Configuração incorreta,49,3.5,0.05,Média
Conexão intermitente,50,4.01,1.06,Média
Rede congestionada,51,4.17,0.85,Média
Configuração incorreta,47,3.13,1.48,Baixa
Conexão intermitente,46,3.26,1.01,Média
Interferência elétrica,50,4.12,0.64,Média
Configuração incorreta,45,4.34,0.99,Média
Falha de hardware,52,3.78,0.69,Baixa
Erro de autenticação,41,3.06,1.14,Média
Falha de hardware,55,4.49,1.09,Alta
Problema no roteador,52,3.23,1.29,Média
Driver desatualizado,51,3.33,0.76,Baixa
Rede congestionada,54,3.67,1.01,Média
Problema no roteador,58,4.28,0.59,Baixa
Atualização pendente,55,3.93,1.21,Alta
Rede congestionada,40,3.71,1.16,Média
Servidor não responde,43,3.73,1.15,Média
Atualização pendente,46,3.52,1.0,Baixa
Problema no roteador,50,3.78,1.12,Alta
Rede congestionada,52,2.24,1.48,Baixa
Falha de hardware,46,3.35,0.91,Média
Erro de autenticação,50,3.62,1.04,Alta
Servidor não responde,46,2.92,0.67,Média
Configuração incorreta,46,3.69,0.74,Alta
Falha de hardware,42,3.4,1.03,Média
Falha de hardware,45,4.38,1.33,Alta
Driver desatualizado,43,4.29,0.92,Alta
Erro de autenticação,45,3.27,0.93,Baixa
Interferência elétrica,55,3.42,0.88,Alta
Interferência elétrica,45,3.46,0.84,Alta
Configuração incorreta,63,3.27,1.09,Média
Servidor não responde,52,3.6,0.55,Média
Erro de autenticação,50,3.12,1.38,Média
Problema no roteador,45,2.93,0.8,Média
Conexão intermitente,53,3.81,1.22,Média
Erro de autenticação,47,3.81,0.62,Média
Driver desatualizado,50,3.1,1.2,Alta
Servidor não responde,62,3.95,1.2,Alta
Problema no roteador,49,3.18,1.12,Média
Interferência elétrica,55,3.63,0.7,Média
Problema no roteador,46,3.91,1.07,Média
Driver desatualizado,49,3.48,0.65,Média
Conexão intermitente,58,3.73,0.92,Média
Atualização pendente,46,3.24,1.31,Alta
Servidor não responde,59,3.4,1.24,Alta
Rede congestionada,53,3.4,1.0,Média
Erro de autenticação,47,3.13,0.71,Média
Atualização pendente,53,3.41,1.19,Média
Rede congestionada,54,2.73,1.01,Alta
Problema no roteador,53,3.25,0.3,Média
Falha de hardware,42,3.36,1.23,Baixa
Configuração incorreta,46,3.37,0.99,Alta
Conexão intermitente,48,3.38,1.36,Média
Configuração incorreta,49,3.47,0.67,Baixa
Conexão intermitente,53,3.74,0.05,Média
Falha de hardware,50,3.94,1.08,Média
Erro de autenticação,43,3.18,1.09,Alta
Servidor não responde,51,2.9,0.49,Média
Problema no roteador,53,2.98,0.71,Alta
Servidor não responde,52,3.26,1.83,Baixa
Falha de hardware,55,3.32,0.91,Média
Falha de hardware,54,3.12,1.22,Média
Erro de autenticação,52,2.85,0.8,Média
Rede congestionada,49,3.27,0.37,Média
Rede congestionada,41,3.59,0.95,Média
Conexão intermitente,52,3.8,0.92,Baixa
Driver desatualizado,51,3.22,0.88,Baixa
Erro de autenticação,51,3.29,0.97,Média
Conexão intermitente,43,3.04,1.08,Baixa
Conexão intermitente,44,3.48,0.95,Média
Rede congestionada,55,3.08,0.62,Média
Falha de hardware,49,3.79,1.15,Média
Falha de hardware,53,2.61,0.42,Alta
Driver desatualizado,50,3.32,0.38,Alta
Erro de autenticação,50,3.65,1.22,Alta
Rede congestionada,54,3.59,1.15,Média
Erro de autenticação,47,4.85,0.98,Média
Erro de autenticação,50,3.67,0.58,Média
Configuração incorreta,47,3.0,0.79,Baixa
Conexão intermitente,47,3.45,0.92,Média
Servidor não responde,48,2.61,0.52,Média
Servidor não responde,51,3.46,0.78,Alta
Erro de autenticação,47,3.08,1.2,Alta
Problema no roteador,56,3.96,1.43,Média
Driver desatualizado,45,3.23,0.87,Média
Problema no roteador,49,3.44,1.23,Média
Erro de autenticação,47,3.18,0.43,Alta
Atualização pendente,57,4.37,1.2,Média
Rede congestionada,50,3.34,0.76,Alta
Conexão intermitente,55,4.42,1.09,Alta
Problema no roteador,42,3.91,0.93,Alta
Conexão intermitente,51,3.74,1.4,Alta
Rede congestionada,54,3.68,0.74,Média
Erro de autenticação,50,3.7,1.19,Alta
Interferência elétrica,55,2.54,0.92,Baixa
Servidor não responde,47,3.36,0.95,Média
Servidor não responde,57,3.92,0.94,Alta
Rede congestionada,61,3.48,0.75,Alta
Erro de autenticação,48,2.8,1.0,Média
Rede congestionada,47,3.47,0.98,Alta
Rede congestionada,57,4.35,1.07,Baixa
Servidor não responde,57,4.12,1.03,Baixa
Driver desatualizado,47,3.47,1.24,Alta
Configuração incorreta,47,3.98,1.28,Média
Atualização pendente,48,3.32,0.68,Alta
Conexão intermitente,43,2.65,1.26,Média
Problema no roteador,45,3.04,0.64,Média
Driver desatualizado,44,4.28,1.18,Alta
Rede congestionada,46,3.36,1.19,Alta
Rede congestionada,49,3.38,0.43,Média
Interferência elétrica,51,3.35,1.03,Média
Rede congestionada,57,4.45,0.86,Alta
Interferência elétrica,45,4.31,0.77,Média
Rede congestionada,54,4.61,1.41,Média
Configuração incorreta,48,3.42,0.8,Baixa
Falha de hardware,49,3.65,0.76,Alta
Atualização pendente,53,2.74,1.02,Média
Configuração incorreta,44,4.24,1.21,Média
Interferência elétrica,51,2.92,0.96,Alta
Rede congestionada,50,3.61,1.35,Média
Atualização pendente,52,2.95,1.16,Média
Interferência elétrica,51,3.21,0.35,Baixa
Falha de hardware,62,3.08,0.84,Alta
Configuração incorreta,46,3.2,0.83,Média
Rede congestionada,47,3.23,1.14,Média
Falha de hardware,46,3.23,0.21,Baixa
Erro de autenticação,47,3.92,1.76,Média
Erro de autenticação,46,2.95,1.16,Baixa
Configuração incorreta,55,3.61,1.04,Baixa
Servidor não responde,57,4.11,1.35,Alta
Servidor não responde,47,3.24,1.7,Baixa
Conexão intermitente,45,3.14,1.26,Baixa
Driver desatualizado,52,3.38,1.28,Alta
Problema no roteador,47,4.09,1.04,Média
Falha de hardware,53,3.6,0.96,Média
Servidor não responde,51,3.23,0.86,Alta
Driver desatualizado,42,3.74,0.75,Alta
Configuração incorreta,57,2.95,0.79,Alta
Servidor não responde,58,3.84,0.59,Alta
Falha de hardware,46,3.7,0.98,Média
Servidor não responde,48,3.35,0.49,Alta
Driver desatualizado,51,3.08,1.06,Baixa
Interferência elétrica,51,3.06,0.99,Média
Interferência elétrica,53,3.77,1.04,Alta
Conexão intermitente,60,4.11,0.84,Média
Driver desatualizado,49,3.18,1.92,Média
Erro de autenticação,46,3.73,1.41,Baixa
Driver desatualizado,43,2.46,0.63,Alta
Falha de hardware,46,3.21,1.07,Alta
Atualização pendente,49,3.48,0.82,Baixa
Configuração incorreta,58,3.05,0.7,Baixa
Configuração incorreta,47,3.03,0.6,Média
Problema no roteador,51,3.17,1.13,Média
Servidor não responde,49,3.65,0.8,Alta
Problema no roteador,55,3.41,1.29,Média
Erro de autenticação,62,2.38,1.3,Alta
Rede congestionada,47,2.44,1.41,Alta
Conexão intermitente,47,3.2,0.74,Baixa
Atualização pendente,55,3.73,1.14,Alta
Atualização pendente,53,2.13,1.19,Média
Atualização pendente,59,3.25,0.86,Baixa
Falha de hardware,52,3.24,0.77,Alta
Driver desatualizado,48,4.19,1.48,Baixa
Configuração incorreta,52,3.31,1.07,Baixa
Configuração incorreta,55,3.69,1.19,Média
Servidor não responde,54,3.57,0.75,Alta
Atualização pendente,52,2.43,0.63,Média
Interferência elétrica,55,3.88,0.83,Média
Servidor não responde,55,3.61,0.96,Média
Atualização pendente,56,3.75,0.68,Alta
Rede congestionada,53,5.46,1.0,Baixa
Problema no roteador,49,2.46,0.49,Alta
Servidor não responde,50,4.36,0.66,Média
Problema no roteador,56,3.36,1.2,Alta
Problema no roteador,45,3.64,1.18,Média
Atualização pendente,51,3.48,0.88,Baixa
Rede congestionada,48,3.29,0.69,Alta
Rede congestionada,50,3.22,0.69,Alta
Rede congestionada,56,3.66,0.89,Média
Rede congestionada,50,2.74,1.19,Média
Driver desatualizado,50,3.88,1.28,Média
Servidor não responde,43,3.29,0.85,Média
Driver desatualizado,53,2.93,0.65,Alta
Driver desatualizado,53,3.27,1.08,Baixa
Interferência elétrica,60,4.13,0.75,Baixa
Servidor não responde,48,3.23,0.84,Média
Conexão intermitente,51,3.68,1.4,Baixa
Servidor não responde,51,3.13,1.25,Média
Falha de hardware,57,3.88,1.05,Média
Conexão intermitente,49,3.84,0.62,Alta
Atualização pendente,51,4.42,1.06,Média
Interferência elétrica,53,3.41,1.32,Média
Driver desatualizado,50,3.83,0.89,Alta
Driver desatualizado,47,3.55,1.41,Média
Problema no roteador,50,4.15,1.39,Média
Problema no roteador,55,3.14,1.5,Média
Configuração incorreta,44,3.87,1.09,Média
Rede congestionada,50,3.4,1.18,Baixa
Conexão intermitente,46,3.47,1.42,Alta
Driver desatualizado,55,3.55,1.13,Média
Falha de hardware,42,3.63,0.85,Média
Atualização pendente,47,3.44,0.87,Média
Falha de hardware,51,3.61,1.07,Média
Rede congestionada,57,4.29,0.61,Alta
Falha de hardware,49,3.99,0.96,Baixa
Rede congestionada,47,3.93,1.33,Média
Erro de autenticação,59,3.27,0.34,Baixa
Erro de autenticação,42,3.06,1.46,Média
Atualização pendente,39,3.98,1.34,Média
Atualização pendente,52,3.94,0.86,Baixa
Falha de hardware,47,4.24,1.16,Média
Problema no roteador,44,3.2,1.0,Média
Configuração incorreta,53,3.39,1.37,Média
Driver desatualizado,51,2.68,1.29,Baixa
Erro de autenticação,47,3.3,0.58,Média
Problema no roteador,43,4.0,1.18,Média
Conexão intermitente,54,3.27,0.94,Alta
Driver desatualizado,53,3.82,1.02,Baixa
Erro de autenticação,49,3.4,0.78,Alta
Configuração incorreta,59,3.66,1.52,Média
Driver desatualizado,44,2.93,1.31,Média
Atualização pendente,42,3.54,0.78,Média
Rede congestionada,46,2.0,0.6,Média
Conexão intermitente,49,3.41,0.88,Alta
Configuração incorreta,51,2.68,1.13,Média
Problema no roteador,48,4.1,1.07,Média
Driver desatualizado,51,3.89,1.38,Baixa
Conexão intermitente,43,3.73,1.24,Alta
Erro de autenticação,57,4.26,1.29,Baixa
Conexão intermitente,49,3.03,1.1,Média
Configuração incorreta,55,4.37,0.58,Baixa
Interferência elétrica,51,3.97,0.94,Média
Driver desatualizado,52,3.38,1.32,Média
Conexão intermitente,52,4.07,0.98,Baixa
Configuração incorreta,52,2.95,1.15,Baixa
Rede congestionada,53,3.09,0.9,Média
Interferência elétrica,56,3.2,0.69,Alta
Conexão intermitente,50,3.24,0.96,Média
Driver desatualizado,53,2.97,1.09,Média
Conexão intermitente,49,4.11,0.8,Alta
Problema no roteador,57,3.37,0.93,Alta
Servidor não responde,46,3.68,0.72,Baixa
Atualização pendente,59,3.21,1.34,Alta
Erro de autenticação,49,2.59,0.91,Média
Rede congestionada,42,3.64,1.44,Alta
Rede congestionada,50,2.54,1.46,Média
Erro de autenticação,46,3.47,0.98,Alta
Interferência elétrica,54,2.82,0.7,Alta
Interferência elétrica,46,4.49,0.37,Média
Atualização pendente,47,3.96,0.56,Baixa
Rede congestionada,40,3.55,0.59,Alta
Servidor não responde,47,4.13,1.41,Média
Driver desatualizado,37,3.08,1.03,Média
Servidor não responde,42,3.77,1.12,Baixa
Falha de hardware,53,3.6,0.33,Média
Servidor não responde,53,3.63,0.64,Média
Conexão intermitente,52,4.14,1.27,Média
Configuração incorreta,45,3.87,1.09,Baixa
Erro de autenticação,49,3.64,0.96,Alta
Rede congestionada,49,2.67,1.17,Média
Driver desatualizado,44,3.02,1.49,Baixa
Problema no roteador,57,3.44,0.93,Média
Atualização pendente,54,3.55,1.02,Média
Interferência elétrica,48,2.93,1.06,Média
Driver desatualizado,50,4.71,1.72,Média
Problema no roteador,51,4.26,0.37,Média
Conexão intermitente,39,3.8,1.2,Média
Rede congestionada,48,3.54,0.97,Média
Conexão intermitente,46,3.39,1.17,Média
Conexão intermitente,44,3.02,0.8,Baixa
Atualização pendente,48,3.54,0.99,Alta
Conexão intermitente,58,3.63,1.21,Média
Erro de autenticação,53,2.88,1.93,Média
Servidor não responde,47,3.67,1.24,Média
Conexão intermitente,52,3.42,0.75,Alta
Rede congestionada,56,2.55,0.87,Média
Servidor não responde,54,3.07,0.86,Baixa
Conexão intermitente,50,3.29,0.46,Média
Conexão intermitente,46,4.44,0.9,Baixa
Atualização pendente,53,3.78,1.22,Baixa
Rede congestionada,51,2.83,0.62,Alta
Interferência elétrica,54,3.74,1.31,Alta
Falha de hardware,53,2.73,1.15,Baixa
Erro de autenticação,55,4.04,0.78,Baixa
Atualização pendente,47,3.26,0.96,Alta
Problema no roteador,56,3.45,1.48,Alta
Conexão intermitente,50,4.16,1.22,Alta
Driver desatualizado,60,2.86,1.0,Baixa
Configuração incorreta,46,2.8,0.93,Alta
Atualização pendente,58,3.21,1.02,Média
Atualização pendente,50,4.02,0.85,Baixa
Rede congestionada,46,2.74,0.37,Alta
Atualização pendente,47,2.08,1.61,Média
Problema no roteador,48,3.27,1.05,Alta
Servidor não responde,52,3.78,1.12,Baixa
Falha de hardware,52,4.1,0.98,Alta
Conexão intermitente,47,3.27,0.78,Média
Falha de hardware,49,3.29,0.94,Média
Conexão intermitente,60,4.08,0.52,Alta
Falha de hardware,58,2.57,1.68,Alta
Falha de hardware,52,3.31,0.63,Média
Configuração incorreta,50,3.6,0.69,Alta
Atualização pendente,50,3.72,0.87,Baixa
Problema no roteador,53,3.25,1.39,Baixa
Erro de autenticação,44,3.52,1.0,Média
Driver desatualizado,48,2.26,0.63,Média
Atualização pendente,41,3.17,1.38,Média
Interferência elétrica,51,3.73,1.22,Baixa
Atualização pendente,53,3.01,1.16,Média
Interferência elétrica,47,3.53,1.21,Alta
Problema no roteador,57,3.72,1.72,Alta
Servidor não responde,43,3.33,1.66,Média
Servidor não responde,42,3.59,0.79,Média
Servidor não responde,51,3.02,1.49,Média
Conexão intermitente,55,3.4,1.11,Alta
Configuração incorreta,58,3.81,1.15,Média
Erro de autenticação,47,3.58,0.49,Alta
Problema no roteador,55,3.21,0.95,Alta
Atualização pendente,49,3.61,0.76,Média
Rede congestionada,49,3.86,1.25,Alta
Falha de hardware,54,2.48,1.32,Média
Configuração incorreta,53,4.08,0.38,Média
Rede congestionada,42,3.33,0.99,Média
Driver desatualizado,57,3.71,1.34,Média
Erro de autenticação,56,4.1,0.94,Alta
Configuração incorreta,46,2.81,1.22,Alta
Conexão intermitente,51,3.15,1.11,Baixa
Driver desatualizado,52,3.36,1.1,Média
Driver desatualizado,51,3.11,0.92,Média
Rede congestionada,47,4.37,0.64,Alta
Servidor não responde,46,3.07,0.66,Média
Conexão intermitente,49,3.22,1.21,Média
Conexão intermitente,55,3.6,1.01,Média
Configuração incorreta,52,2.9,0.96,Média
Interferência elétrica,48,3.3,0.87,Alta
Atualização pendente,53,3.66,0.91,Alta
Driver desatualizado,35,3.33,1.31,Baixa
Servidor não responde,55,3.45,0.9,Baixa
Erro de autenticação,41,3.24,0.6,Alta
Rede congestionada,48,2.74,1.22,Média
Conexão intermitente,44,3.66,0.94,Alta
Configuração incorreta,43,4.38,1.01,Alta
Conexão intermitente,55,3.51,1.48,Média
Falha de hardware,47,3.61,0.99,Alta
Problema no roteador,51,3.85,1.09,Média
Interferência elétrica,49,2.87,0.65,Média
Atualização pendente,52,4.35,0.93,Alta
Erro de autenticação,50,3.6,1.18,Alta
Interferência elétrica,43,4.32,0.53,Baixa
Erro de autenticação,54,3.13,1.06,Alta
Configuração incorreta,47,4.41,1.03,Média
Problema no roteador,42,3.89,1.01,Média
Falha de hardware,47,3.78,1.31,Média
Servidor não responde,57,3.62,1.1,Média
Configuração incorreta,54,3.38,1.44,Alta
Interferência elétrica,48,4.1,0.7,Alta
Conexão intermitente,48,3.57,1.04,Alta
Falha de hardware,48,2.52,1.03,Média
Interferência elétrica,60,2.94,0.68,Média
Atualização pendente,51,3.41,1.29,Alta
Falha de hardware,52,3.65,1.7,Alta
Interferência elétrica,55,3.47,0.99,Média
Interferência elétrica,51,4.11,1.15,Média
Servidor não responde,48,2.52,1.03,Baixa
Servidor não responde,49,3.57,0.79,Média
Rede congestionada,49,2.59,0.45,Média
Problema no roteador,49,3.88,0.79,Média
Atualização pendente,53,3.45,0.58,Baixa
Driver desatualizado,50,3.71,1.51,Baixa
Conexão intermitente,53,3.07,0.97,Média
Atualização pendente,49,4.14,0.9,Alta
Conexão intermitente,50,4.02,1.27,Alta
Configuração incorreta,40,3.79,0.66,Média
Interferência elétrica,54,3.44,0.77,Média
Rede congestionada,51,3.79,1.02,Média
Problema no roteador,54,3.15,1.31,Alta
Driver desatualizado,35,3.93,1.15,Média
Configuração incorreta,60,4.32,1.07,Baixa
Configuração incorreta,49,4.04,1.02,Alta
Servidor não responde,55,3.14,1.12,Média
Driver desatualizado,44,3.68,1.06,Média
Interferência elétrica,53,2.85,0.69,Baixa
Interferência elétrica,44,3.79,1.01,Baixa
Driver desatualizado,46,3.73,0.68,Média
Conexão intermitente,59,2.57,1.02,Média
Driver desatualizado,49,2.92,0.86,Baixa
Problema no roteador,51,3.36,1.76,Média
Falha de hardware,54,3.35,0.99,Média
Erro de autenticação,52,2.9,0.58,Média
Atualização pendente,50,3.69,0.96,Alta
Atualização pendente,51,3.63,1.16,Média
Rede congestionada,62,3.4,1.5,Baixa
Problema no roteador,49,3.12,0.82,Média
Driver desatualizado,51,4.02,0.53,Média
Interferência elétrica,55,4.33,1.25,Alta
Driver desatualizado,55,3.26,0.59,Média
Atualização pendente,55,3.19,0.87,Alta
Problema no roteador,53,3.75,0.92,Alta
Conexão intermitente,44,3.32,0.98,Média
Erro de autenticação,58,3.43,1.21,Alta
Driver desatualizado,44,3.87,0.79,Média
Erro de autenticação,51,2.55,0.92,Média
Servidor não responde,46,4.16,1.0,Baixa
Erro de autenticação,49,3.54,1.04,Média
Erro de autenticação,51,3.29,1.03,Alta
Problema no roteador,51,3.46,1.13,Alta
Servidor não responde,52,3.48,1.25,Média
Interferência elétrica,58,2.63,1.12,Média
Conexão intermitente,52,4.25,1.14,Média
Servidor não responde,48,3.52,0.53,Média
Problema no roteador,54,3.72,1.02,Alta
Erro de autenticação,55,3.98,1.14,Média
Driver desatualizado,43,2.99,1.22,Média
Rede congestionada,52,3.74,0.79,Alta
Falha de hardware,53,3.37,0.8,Alta
Atualização pendente,48,3.92,0.83,Alta
Falha de hardware,56,2.44,1.16,Alta
Problema no roteador,49,3.45,1.31,Média
Driver desatualizado,50,3.2,0.88,Alta
Conexão intermitente,49,3.72,1.27,Alta
Rede congestionada,50,3.74,1.04,Alta
Driver desatualizado,44,3.15,0.96,Baixa
Rede congestionada,42,3.14,0.94,Baixa
Conexão intermitente,57,3.44,1.22,Alta
Atualização pendente,45,3.05,1.1,Média
Driver desatualizado,45,3.92,1.68,Alta
Servidor não responde,39,3.32,0.74,Média
Atualização pendente,46,2.05,1.16,Alta
Servidor não responde,43,3.31,0.84,Média
Atualização pendente,58,2.98,0.74,Média
Driver desatualizado,55,2.68,1.0,Baixa
Interferência elétrica,46,2.88,1.04,Alta
Driver desatualizado,61,3.55,1.88,Baixa
Problema no roteador,54,4.16,0.94,Média
Atualização pendente,48,3.66,0.66,Alta
Problema no roteador,37,3.2,1.08,Média
Problema no roteador,61,3.73,0.38,Alta
Servidor não responde,43,3.27,0.97,Alta
Interferência elétrica,41,3.15,1.0,Alta
Configuração incorreta,55,2.92,1.24,Média
Falha de hardware,62,2.62,1.29,Média
Interferência elétrica,56,3.31,0.85,Baixa
Rede congestionada,52,3.58,0.95,Alta
Interferência elétrica,52,3.45,0.77,Baixa
Interferência elétrica,54,3.29,0.66,Alta
Rede congestionada,53,3.03,1.09,Média
Erro de autenticação,51,3.8,0.62,Média
Problema no roteador,50,2.84,0.88,Alta
Conexão intermitente,49,3.89,0.7,Baixa
Driver desatualizado,46,3.0,1.16,Média
Driver desatualizado,48,3.12,1.54,Média
Rede congestionada,41,2.77,0.61,Média
Erro de autenticação,49,3.25,0.44,Média
Rede congestionada,45,3.99,0.96,Média
Falha de hardware,44,3.76,1.0,Média
Servidor não responde,50,3.99,1.07,Alta
Rede congestionada,56,3.76,0.87,Média
Configuração incorreta,54,2.95,0.94,Baixa
Driver desatualizado,42,3.33,1.11,Alta
Conexão intermitente,45,3.11,1.31,Alta
Servidor não responde,54,4.17,0.41,Média
Driver desatualizado,45,2.9,0.89,Média
Atualização pendente,48,3.95,1.06,Média
Servidor não responde,52,3.95,0.72,Alta
Problema no roteador,45,4.41,1.52,Média
Conexão intermitente,50,3.3,0.81,Alta
Problema no roteador,43,3.86,0.99,Média
Problema no roteador,46,4.64,1.17,Média
Configuração incorreta,51,3.19,0.82,Alta
Driver desatualizado,42,2.73,0.45,Média
Problema no roteador,52,2.56,0.87,Baixa
Configuração incorreta,49,3.86,1.31,Média
Driver desatualizado,52,2.56,0.9,Baixa
Problema no roteador,51,3.31,0.75,Média
Rede congestionada,56,3.72,1.28,Média
Erro de autenticação,50,3.59,0.9,Alta
Problema no roteador,47,3.71,0.85,Alta
Falha de hardware,50,3.61,1.04,Alta
Configuração incorreta,52,4.14,1.23,Média
Problema no roteador,50,3.02,1.71,Baixa
Configuração incorreta,50,3.16,1.25,Média
Driver desatualizado,46,3.11,1.35,Média
Configuração incorreta,46,3.92,0.85,Média
Atualização pendente,42,3.95,0.69,Média
Rede congestionada,58,3.73,1.02,Média
Problema no roteador,43,4.09,1.03,Média
Servidor não responde,46,2.91,0.68,Média
Driver desatualizado,46,4.33,0.95,Alta
Falha de hardware,54,4.26,1.12,Baixa
Problema no roteador,48,3.87,1.11,Alta
Falha de hardware,56,4.39,1.15,Alta
Driver desatualizado,46,2.67,1.09,Baixa
Interferência elétrica,51,3.24,0.85,Média
Problema no roteador,45,3.13,0.85,Média
Driver desatualizado,60,3.86,0.64,Média
Falha de hardware,44,2.97,1.54,Média
Interferência elétrica,51,3.88,1.0,Alta
Conexão intermitente,53,4.19,0.93,Média
Conexão intermitente,52,3.85,0.72,Média
Atualização pendente,49,3.64,1.88,Média
Interferência elétrica,49,3.01,0.68,Média
Erro de autenticação,50,3.08,0.87,Baixa
Problema no roteador,49,4.12,1.12,Alta
Configuração incorreta,54,3.89,1.18,Média
Atualização pendente,61,3.48,1.29,Média
Interferência elétrica,47,3.29,1.54,Baixa
Driver desatualizado,43,2.49,1.15,Alta
Rede congestionada,49,2.96,0.68,Média
Configuração incorreta,62,4.46,0.92,Baixa
Atualização pendente,45,2.86,1.09,Alta
Atualização pendente,58,3.59,1.62,Baixa
Erro de autenticação,58,4.0,0.58,Alta
Driver desatualizado,47,2.87,1.36,Média
Interferência elétrica,52,3.59,1.05,Baixa
Conexão intermitente,58,3.97,1.25,Média
Configuração incorreta,48,3.51,0.97,Média
Driver desatualizado,48,4.93,0.75,Alta
Problema no roteador,47,2.67,1.23,Baixa
Conexão intermitente,44,4.03,1.2,Média
Rede congestionada,46,3.41,1.29,Alta
Erro de autenticação,43,3.89,1.0,Média
Servidor não responde,50,3.72,0.82,Média
Atualização pendente,46,3.13,0.53,Alta
Problema no roteador,51,3.61,1.25,Alta
Rede congestionada,42,2.57,1.13,Alta
Rede congestionada,51,3.8,0.71,Média
Interferência elétrica,54,3.65,0.84,Média
Erro de autenticação,40,3.82,0.86,Média
Problema no roteador,51,4.03,0.56,Baixa
